WLCverse,curr,ckind
14270,c60286,Verbal clauses
14270,c60287,Verbal clauses
14271,c60288,Verbal clauses
14271,c60289,Verbal clauses
14271,c60290,Verbal clauses
14272,c60291,Verbal clauses
14272,c60292,Nominal clauses
14272,c60293,Verbal clauses
14272,c60294,Verbal clauses
14272,c60295,Verbal clauses
14273,c60296,Verbal clauses
14273,c60297,Verbal clauses
14273,c60298,Verbal clauses
14273,c60299,Clauses without predication
14273,c60300,Nominal clauses
14273,c60301,Verbal clauses
14273,c60302,Nominal clauses
14273,c60303,Verbal clauses
14274,c60304,Verbal clauses
14274,c60305,Verbal clauses
14274,c60306,Verbal clauses
14274,c60307,Clauses without predication
14274,c60308,Verbal clauses
14274,c60309,Clauses without predication
14275,c60310,Nominal clauses
14275,c60311,Verbal clauses
14275,c60312,Nominal clauses
14276,c60313,Verbal clauses
14277,c60314,Clauses without predication
14277,c60315,Verbal clauses
14277,c60316,Verbal clauses
14277,c60317,Verbal clauses
14277,c60318,Verbal clauses
14278,c60319,Verbal clauses
14278,c60320,Verbal clauses
14279,c60321,Verbal clauses
14279,c60322,Verbal clauses
14279,c60323,Verbal clauses
14279,c60324,Verbal clauses
14280,c60325,Verbal clauses
14280,c60326,Clauses without predication
14280,c60327,Nominal clauses
14281,c60328,Nominal clauses
14281,c60329,Verbal clauses
14281,c60330,Clauses without predication
14281,c60331,Verbal clauses
14281,c60332,Verbal clauses
14282,c60333,Verbal clauses
14282,c60334,Verbal clauses
14283,c60335,Verbal clauses
14283,c60336,Verbal clauses
14284,c60337,Verbal clauses
14284,c60338,Nominal clauses
14284,c60339,Nominal clauses
14284,c60340,Nominal clauses
14284,c60341,Verbal clauses
14285,c60342,Verbal clauses
14285,c60343,Verbal clauses
14285,c60344,Nominal clauses
14285,c60345,Clauses without predication
14285,c60346,Nominal clauses
14285,c60347,Clauses without predication
14285,c60348,Verbal clauses
14286,c60349,Verbal clauses
14286,c60350,Verbal clauses
14286,c60351,Verbal clauses
14286,c60352,Verbal clauses
14286,c60353,Verbal clauses
14286,c60354,Verbal clauses
14287,c60355,Verbal clauses
14287,c60356,Verbal clauses
14287,c60357,Verbal clauses
14287,c60358,Verbal clauses
14287,c60359,Verbal clauses
14288,c60360,Verbal clauses
14288,c60361,Clauses without predication
14288,c60362,Verbal clauses
14288,c60363,Verbal clauses
14289,c60364,Verbal clauses
14289,c60365,Verbal clauses
14289,c60366,Verbal clauses
14289,c60367,Verbal clauses
14289,c60368,Verbal clauses
14289,c60369,Verbal clauses
14290,c60370,Verbal clauses
14290,c60371,Verbal clauses
14290,c60372,Verbal clauses
14290,c60373,Nominal clauses
14290,c60374,Verbal clauses
14290,c60375,Verbal clauses
14291,c60376,Verbal clauses
14291,c60377,Verbal clauses
14291,c60378,Verbal clauses
14292,c60379,Verbal clauses
14292,c60380,Verbal clauses
14292,c60381,Verbal clauses
14293,c60382,Verbal clauses
14293,c60383,Verbal clauses
14293,c60384,Nominal clauses
14294,c60385,Verbal clauses
14294,c60386,Verbal clauses
14294,c60387,Verbal clauses
14294,c60388,Verbal clauses
14294,c60389,Nominal clauses
14295,c60390,Clauses without predication
14295,c60391,Nominal clauses
14295,c60392,Verbal clauses
14295,c60393,Verbal clauses
14295,c60394,Nominal clauses
14295,c60395,Verbal clauses
14296,c60396,Nominal clauses
14296,c60397,Verbal clauses
14296,c60398,Nominal clauses
14296,c60399,Verbal clauses
14296,c60400,Nominal clauses
14296,c60401,Verbal clauses
14296,c60402,Verbal clauses
14297,c60403,Nominal clauses
14297,c60404,Verbal clauses
14298,c60405,Verbal clauses
14298,c60406,Clauses without predication
14298,c60407,Verbal clauses
14298,c60408,Clauses without predication
14298,c60409,Verbal clauses
14298,c60410,Clauses without predication
14299,c60411,Verbal clauses
14299,c60412,Clauses without predication
14299,c60413,Clauses without predication
14300,c60414,Verbal clauses
14300,c60415,Verbal clauses
14300,c60416,Verbal clauses
14301,c60417,Verbal clauses
14301,c60418,Clauses without predication
14301,c60419,Verbal clauses
14301,c60420,Verbal clauses
14301,c60421,Clauses without predication
14301,c60422,Verbal clauses
14301,c60423,Verbal clauses
14302,c60424,Verbal clauses
14302,c60425,Nominal clauses
14302,c60426,Nominal clauses
14302,c60427,Nominal clauses
14302,c60428,Nominal clauses
14303,c60429,Verbal clauses
14303,c60430,Clauses without predication
14303,c60431,Verbal clauses
14303,c60432,Verbal clauses
14303,c60433,Verbal clauses
14304,c60434,Verbal clauses
14305,c60435,Verbal clauses
14305,c60436,Verbal clauses
14306,c60437,Verbal clauses
14306,c60438,Verbal clauses
14306,c60439,Verbal clauses
14306,c60440,Verbal clauses
14306,c60441,Verbal clauses
14307,c60442,Verbal clauses
14307,c60443,Verbal clauses
14307,c60444,Verbal clauses
14308,c60445,Verbal clauses
14308,c60446,Verbal clauses
14308,c60447,Verbal clauses
14308,c60448,Verbal clauses
14309,c60449,Verbal clauses
14309,c60450,Verbal clauses
14309,c60451,Clauses without predication
14309,c60452,Verbal clauses
14309,c60453,Clauses without predication
14309,c60454,Verbal clauses
14309,c60455,Verbal clauses
14309,c60456,Clauses without predication
14309,c60457,Verbal clauses
14310,c60458,Verbal clauses
14310,c60459,Verbal clauses
14310,c60460,Verbal clauses
14310,c60461,Verbal clauses
14311,c60462,Nominal clauses
14311,c60463,Nominal clauses
14311,c60464,Verbal clauses
14312,c60465,Verbal clauses
14312,c60466,Clauses without predication
14313,c60467,Verbal clauses
14313,c60468,Verbal clauses
14313,c60469,Verbal clauses
14313,c60470,Verbal clauses
14314,c60471,Verbal clauses
14314,c60472,Verbal clauses
14314,c60473,Nominal clauses
14314,c60474,Verbal clauses
14315,c60475,Verbal clauses
14315,c60476,Clauses without predication
14315,c60477,Verbal clauses
14315,c60478,Verbal clauses
14315,c60479,Verbal clauses
14316,c60480,Verbal clauses
14316,c60481,Verbal clauses
14316,c60482,Verbal clauses
14317,c60483,Verbal clauses
14317,c60484,Verbal clauses
14317,c60485,Verbal clauses
14317,c60486,Verbal clauses
14317,c60487,Nominal clauses
14318,c60488,Nominal clauses
14318,c60489,Nominal clauses
14318,c60490,Nominal clauses
14318,c60491,Verbal clauses
14318,c60492,Nominal clauses
14318,c60493,Verbal clauses
14318,c60494,Verbal clauses
14319,c60495,Verbal clauses
14319,c60496,Verbal clauses
14319,c60497,Nominal clauses
14319,c60498,Nominal clauses
14319,c60499,Verbal clauses
14320,c60500,Nominal clauses
14320,c60501,Verbal clauses
14321,c60502,Verbal clauses
14321,c60503,Clauses without predication
14321,c60504,Verbal clauses
14321,c60505,Clauses without predication
14321,c60506,Verbal clauses
14322,c60507,Verbal clauses
14322,c60508,Verbal clauses
14323,c60509,Verbal clauses
14323,c60510,Verbal clauses
14323,c60511,Verbal clauses
14323,c60512,Clauses without predication
14323,c60513,Verbal clauses
14323,c60514,Verbal clauses
14324,c60515,Verbal clauses
14324,c60516,Clauses without predication
14324,c60517,Verbal clauses
14324,c60518,Verbal clauses
14324,c60519,Verbal clauses
14324,c60520,Verbal clauses
14325,c60521,Verbal clauses
14325,c60522,Verbal clauses
14325,c60523,Verbal clauses
14325,c60524,Verbal clauses
14326,c60525,Verbal clauses
14326,c60526,Verbal clauses
14326,c60527,Verbal clauses
14326,c60528,Verbal clauses
14327,c60529,Verbal clauses
14327,c60530,Nominal clauses
14327,c60531,Nominal clauses
14327,c60532,Nominal clauses
14327,c60533,Nominal clauses
14327,c60534,Verbal clauses
14328,c60535,Clauses without predication
14328,c60536,Clauses without predication
14328,c60537,Verbal clauses
14328,c60538,Clauses without predication
14329,c60539,Verbal clauses
14329,c60540,Clauses without predication
14329,c60541,Verbal clauses
14329,c60542,Nominal clauses
14329,c60543,Nominal clauses
14329,c60544,Verbal clauses
14330,c60545,Verbal clauses
14330,c60546,Verbal clauses
14330,c60547,Verbal clauses
14330,c60548,Verbal clauses
14331,c60549,Verbal clauses
14331,c60550,Verbal clauses
14331,c60551,Verbal clauses
14332,c60552,Verbal clauses
14332,c60553,Verbal clauses
14332,c60554,Verbal clauses
14332,c60555,Verbal clauses
14332,c60556,Verbal clauses
14332,c60557,Clauses without predication
14333,c60558,Verbal clauses
14333,c60559,Verbal clauses
14333,c60560,Verbal clauses
14333,c60561,Clauses without predication
14333,c60562,Verbal clauses
14333,c60563,Verbal clauses
14333,c60564,Verbal clauses
14333,c60565,Verbal clauses
14333,c60566,Nominal clauses
14334,c60567,Verbal clauses
14334,c60568,Verbal clauses
14335,c60569,Verbal clauses
14335,c60570,Verbal clauses
14335,c60571,Verbal clauses
14335,c60572,Verbal clauses
14335,c60573,Verbal clauses
14336,c60574,Verbal clauses
14336,c60575,Verbal clauses
14336,c60576,Clauses without predication
14336,c60577,Clauses without predication
14336,c60578,Verbal clauses
14336,c60579,Verbal clauses
14336,c60580,Verbal clauses
14336,c60581,Verbal clauses
14337,c60582,Verbal clauses
14337,c60583,Clauses without predication
14337,c60584,Verbal clauses
14337,c60585,Verbal clauses
14337,c60586,Verbal clauses
14337,c60587,Verbal clauses
14338,c60588,Verbal clauses
14338,c60589,Clauses without predication
14338,c60590,Verbal clauses
14338,c60591,Verbal clauses
14338,c60592,Verbal clauses
14339,c60593,Verbal clauses
14339,c60594,Clauses without predication
14339,c60595,Verbal clauses
14339,c60596,Verbal clauses
14339,c60597,Verbal clauses
14339,c60598,Verbal clauses
14340,c60599,Verbal clauses
14340,c60600,Verbal clauses
14341,c60601,Verbal clauses
14341,c60602,Verbal clauses
14341,c60603,Verbal clauses
14342,c60604,Verbal clauses
14342,c60605,Verbal clauses
14342,c60606,Verbal clauses
14342,c60607,Verbal clauses
14342,c60608,Verbal clauses
14342,c60609,Verbal clauses
14342,c60610,Verbal clauses
14343,c60611,Verbal clauses
14343,c60612,Nominal clauses
14343,c60613,Nominal clauses
14343,c60614,Clauses without predication
14343,c60615,Verbal clauses
14344,c60616,Verbal clauses
14344,c60617,Verbal clauses
14344,c60618,Verbal clauses
14344,c60619,Verbal clauses
14344,c60620,Verbal clauses
14345,c60621,Verbal clauses
14346,c60622,Verbal clauses
14346,c60623,Clauses without predication
14347,c60624,Verbal clauses
14347,c60625,Clauses without predication
14347,c60626,Verbal clauses
14348,c60627,Verbal clauses
14348,c60628,Verbal clauses
14348,c60629,Verbal clauses
14348,c60630,Verbal clauses
14348,c60631,Verbal clauses
14348,c60632,Verbal clauses
14348,c60633,Clauses without predication
14348,c60634,Verbal clauses
14349,c60635,Nominal clauses
14349,c60636,Verbal clauses
14350,c60637,Verbal clauses
14350,c60638,Verbal clauses
14350,c60639,Verbal clauses
14350,c60640,Verbal clauses
14350,c60641,Verbal clauses
14351,c60642,Verbal clauses
14351,c60643,Verbal clauses
14351,c60644,Verbal clauses
14351,c60645,Verbal clauses
14352,c60646,Nominal clauses
14352,c60647,Clauses without predication
14352,c60648,Verbal clauses
14352,c60649,Verbal clauses
14352,c60650,Verbal clauses
14353,c60651,Verbal clauses
14353,c60652,Verbal clauses
14354,c60653,Verbal clauses
14354,c60654,Verbal clauses
14355,c60655,Verbal clauses
14355,c60656,Verbal clauses
14355,c60657,Verbal clauses
14356,c60658,Verbal clauses
14356,c60659,Verbal clauses
14356,c60660,Verbal clauses
14357,c60661,Verbal clauses
14357,c60662,Verbal clauses
14357,c60663,Verbal clauses
14357,c60664,Verbal clauses
14357,c60665,Verbal clauses
14358,c60666,Verbal clauses
14358,c60667,Clauses without predication
14358,c60668,Verbal clauses
14358,c60669,Nominal clauses
14359,c60670,Verbal clauses
14359,c60671,Verbal clauses
14359,c60672,Clauses without predication
14359,c60673,Verbal clauses
14359,c60674,Verbal clauses
14359,c60675,Clauses without predication
14359,c60676,Verbal clauses
14360,c60677,Verbal clauses
14360,c60678,Verbal clauses
14360,c60679,Verbal clauses
14360,c60680,Verbal clauses
14361,c60681,Verbal clauses
14361,c60682,Verbal clauses
14361,c60683,Verbal clauses
14361,c60684,Verbal clauses
14361,c60685,Verbal clauses
14361,c60686,Verbal clauses
14361,c60687,Nominal clauses
14362,c60688,Nominal clauses
14362,c60689,Nominal clauses
14363,c60690,Verbal clauses
14363,c60691,Verbal clauses
14364,c60692,Verbal clauses
14364,c60693,Verbal clauses
14364,c60694,Verbal clauses
14364,c60695,Nominal clauses
14364,c60696,Nominal clauses
14365,c60697,Verbal clauses
14365,c60698,Nominal clauses
14365,c60699,Verbal clauses
14365,c60700,Verbal clauses
14365,c60701,Verbal clauses
14366,c60702,Verbal clauses
14366,c60703,Verbal clauses
14366,c60704,Verbal clauses
14366,c60705,Verbal clauses
14366,c60706,Verbal clauses
14366,c60707,Verbal clauses
14367,c60708,Verbal clauses
14367,c60709,Verbal clauses
14367,c60710,Nominal clauses
14367,c60711,Verbal clauses
14368,c60712,Verbal clauses
14368,c60713,Clauses without predication
14369,c60714,Verbal clauses
14369,c60715,Verbal clauses
14369,c60716,Verbal clauses
14370,c60717,Nominal clauses
14370,c60718,Verbal clauses
14370,c60719,Verbal clauses
14371,c60720,Verbal clauses
14371,c60721,Verbal clauses
14371,c60722,Verbal clauses
14371,c60723,Verbal clauses
14371,c60724,Verbal clauses
14372,c60725,Verbal clauses
14372,c60726,Verbal clauses
14372,c60727,Verbal clauses
14373,c60728,Verbal clauses
14373,c60729,Verbal clauses
14374,c60730,Verbal clauses
14374,c60731,Verbal clauses
14374,c60732,Clauses without predication
14374,c60733,Verbal clauses
14374,c60734,Verbal clauses
14375,c60735,Verbal clauses
14375,c60736,Verbal clauses
14375,c60737,Verbal clauses
14375,c60738,Verbal clauses
14376,c60739,Verbal clauses
14376,c60740,Verbal clauses
14377,c60741,Verbal clauses
14377,c60742,Clauses without predication
14377,c60743,Verbal clauses
14377,c60744,Verbal clauses
14377,c60745,Verbal clauses
14378,c60746,Verbal clauses
14378,c60747,Verbal clauses
14378,c60748,Verbal clauses
14378,c60749,Verbal clauses
14379,c60750,Verbal clauses
14379,c60751,Verbal clauses
14380,c60752,Verbal clauses
14380,c60753,Verbal clauses
14380,c60754,Verbal clauses
14380,c60755,Verbal clauses
14380,c60756,Verbal clauses
14380,c60757,Clauses without predication
14380,c60758,Verbal clauses
14381,c60759,Verbal clauses
14381,c60760,Verbal clauses
14382,c60761,Verbal clauses
14382,c60762,Verbal clauses
14382,c60763,Verbal clauses
14382,c60764,Verbal clauses
14383,c60765,Verbal clauses
14383,c60766,Verbal clauses
14383,c60767,Clauses without predication
14383,c60768,Clauses without predication
14384,c60769,Verbal clauses
14384,c60770,Clauses without predication
14384,c60771,Verbal clauses
14385,c60772,Verbal clauses
14385,c60773,Verbal clauses
14385,c60774,Verbal clauses
14386,c60775,Verbal clauses
14386,c60776,Verbal clauses
14386,c60777,Verbal clauses
14387,c60778,Verbal clauses
14387,c60779,Verbal clauses
14387,c60780,Verbal clauses
14388,c60781,Verbal clauses
14388,c60782,Verbal clauses
14388,c60783,Verbal clauses
14388,c60784,Verbal clauses
14388,c60785,Verbal clauses
14388,c60786,Verbal clauses
14389,c60787,Verbal clauses
14389,c60788,Verbal clauses
14390,c60789,Verbal clauses
14390,c60790,Verbal clauses
14390,c60791,Verbal clauses
14390,c60792,Clauses without predication
14391,c60793,Verbal clauses
14391,c60794,Verbal clauses
14391,c60795,Verbal clauses
14391,c60796,Verbal clauses
14392,c60797,Verbal clauses
14392,c60798,Verbal clauses
14393,c60799,Verbal clauses
14393,c60800,Nominal clauses
14393,c60801,Nominal clauses
14393,c60802,Verbal clauses
14394,c60803,Verbal clauses
14394,c60804,Verbal clauses
14394,c60805,Verbal clauses
14395,c60806,Verbal clauses
14395,c60807,Clauses without predication
14395,c60808,Nominal clauses
14395,c60809,Clauses without predication
14395,c60810,Clauses without predication
14396,c60811,Verbal clauses
14396,c60812,Verbal clauses
14396,c60813,Verbal clauses
14396,c60814,Verbal clauses
14397,c60815,Verbal clauses
14397,c60816,Verbal clauses
14397,c60817,Nominal clauses
14398,c60818,Verbal clauses
14398,c60819,Verbal clauses
14398,c60820,Verbal clauses
14399,c60821,Verbal clauses
14399,c60822,Verbal clauses
14399,c60823,Verbal clauses
14400,c60824,Verbal clauses
14400,c60825,Clauses without predication
14401,c60826,Verbal clauses
14401,c60827,Verbal clauses
14401,c60828,Clauses without predication
14401,c60829,Clauses without predication
14401,c60830,Verbal clauses
14401,c60831,Verbal clauses
14402,c60832,Verbal clauses
14402,c60833,Verbal clauses
14403,c60834,Verbal clauses
14403,c60835,Verbal clauses
14404,c60836,Verbal clauses
14404,c60837,Nominal clauses
14404,c60838,Verbal clauses
14404,c60839,Verbal clauses
14405,c60840,Verbal clauses
14405,c60841,Nominal clauses
14405,c60842,Verbal clauses
14405,c60843,Verbal clauses
14406,c60844,Verbal clauses
14406,c60845,Verbal clauses
14406,c60846,Verbal clauses
14406,c60847,Verbal clauses
14407,c60848,Verbal clauses
14407,c60849,Verbal clauses
14408,c60850,Verbal clauses
14408,c60851,Verbal clauses
14408,c60852,Verbal clauses
14408,c60853,Verbal clauses
14409,c60854,Verbal clauses
14409,c60855,Clauses without predication
14409,c60856,Verbal clauses
14409,c60857,Verbal clauses
14409,c60858,Verbal clauses
14409,c60859,Clauses without predication
14410,c60860,Verbal clauses
14410,c60861,Verbal clauses
14410,c60862,Clauses without predication
14410,c60863,Verbal clauses
14411,c60864,Verbal clauses
14411,c60865,Clauses without predication
14411,c60866,Nominal clauses
14411,c60867,Verbal clauses
14411,c60868,Verbal clauses
14412,c60869,Verbal clauses
14412,c60870,Verbal clauses
14412,c60871,Verbal clauses
14412,c60872,Verbal clauses
14413,c60873,Verbal clauses
14413,c60874,Verbal clauses
14413,c60875,Clauses without predication
14414,c60876,Nominal clauses
14414,c60877,Verbal clauses
14414,c60878,Verbal clauses
14414,c60879,Verbal clauses
14414,c60880,Verbal clauses
14415,c60881,Verbal clauses
14415,c60882,Verbal clauses
14415,c60883,Verbal clauses
14415,c60884,Clauses without predication
