WLCverse,curr,ctype
259,c891,We-X-qatal clause
259,c892,We-X-qatal clause
260,c893,We-x-qatal-X clause
260,c894,Nominal clause
260,c895,x-qatal-X clause
260,c896,Nominal clause
261,c897,We-X-qatal clause
262,c898,Ellipsis
263,c899,Ellipsis
264,c900,Ellipsis
264,c901,Nominal clause
265,c902,Wayyiqtol-X clause
265,c903,Infinitive construct clause
266,c904,Nominal clause
267,c905,Nominal clause
267,c906,We-x-qatal-X clause
268,c907,Wayyiqtol-X clause
269,c908,Wayyiqtol-null clause
269,c909,Infinitive construct clause
269,c910,Wayyiqtol-null clause
269,c911,Wayyiqtol-null clause
270,c912,Wayyiqtol-null clause
270,c913,Ellipsis
270,c914,Zero-imperative-null clause
270,c915,Zero-yiqtol-null clause
270,c916,We-yiqtol-null clause
270,c917,Wayyiqtol-X clause
270,c918,We-X-qatal clause
271,c919,Wayyiqtol-null clause
271,c920,Zero-imperative-null clause
271,c921,Zero-yiqtol-null clause
271,c922,Nominal clause
271,c923,We-yiqtol-null clause
271,c924,x-yiqtol-null clause
272,c925,Wayyiqtol-X clause
272,c926,Infinitive construct clause
272,c927,x-qatal-X clause
273,c928,Wayyiqtol-X clause
273,c929,Nominal clause
273,c930,Nominal clause
273,c931,Nominal clause
273,c932,Infinitive construct clause
273,c933,Infinitive construct clause
273,c934,We-x-yiqtol-X clause
273,c935,x-yiqtol-null clause
273,c936,Infinitive construct clause
274,c937,Zero-imperative-null clause
274,c938,Zero-yiqtol-null clause
274,c939,We-yiqtol-null clause
274,c940,x-yiqtol-null clause
274,c941,Ellipsis
275,c942,Wayyiqtol-X clause
275,c943,Wayyiqtol-null clause
275,c944,Infinitive construct clause
276,c945,x-qatal-null clause
276,c946,x-qatal-X clause
276,c947,We-x-qatal-X clause
277,c948,Nominal clause
277,c949,Nominal clause
277,c950,Wayyiqtol-null clause
278,c951,Wayyiqtol-X clause
278,c952,Infinitive construct clause
278,c953,Wayyiqtol-X clause
278,c954,Wayyiqtol-null clause
279,c955,We-X-qatal clause
279,c956,Wayyiqtol-null clause
280,c957,Wayyiqtol-X clause
280,c958,Infinitive construct clause
280,c959,Wayyiqtol-X clause
280,c960,Wayyiqtol-null clause
281,c961,We-X-qatal clause
281,c962,Wayyiqtol-null clause
282,c963,Wayyiqtol-X clause
282,c964,Infinitive construct clause
282,c965,Wayyiqtol-X clause
282,c966,Wayyiqtol-null clause
283,c967,Wayyiqtol-X clause
283,c968,Wayyiqtol-null clause
284,c969,Wayyiqtol-X clause
284,c970,Infinitive construct clause
284,c971,Wayyiqtol-X clause
284,c972,Wayyiqtol-null clause
285,c973,Wayyiqtol-X clause
285,c974,Wayyiqtol-null clause
286,c975,Wayyiqtol-X clause
286,c976,Infinitive construct clause
286,c977,Wayyiqtol-X clause
286,c978,Wayyiqtol-null clause
287,c979,Wayyiqtol-X clause
287,c980,Wayyiqtol-null clause
288,c981,Wayyiqtol-X clause
288,c982,Infinitive construct clause
288,c983,Wayyiqtol-X clause
288,c984,Wayyiqtol-null clause
289,c985,Wayyiqtol-X clause
289,c986,Wayyiqtol-null clause
290,c987,Wayyiqtol-X clause
290,c988,Infinitive construct clause
290,c989,Wayyiqtol-X clause
290,c990,Wayyiqtol-null clause
291,c991,Wayyiqtol-X clause
291,c992,Wayyiqtol-null clause
292,c993,Wayyiqtol-X clause
292,c994,Infinitive construct clause
292,c995,Wayyiqtol-X clause
292,c996,Wayyiqtol-null clause
293,c997,Wayyiqtol-X clause
293,c998,Wayyiqtol-null clause
294,c1000,X-qatal clause
294,c1001,We-X-qatal clause
294,c999,Nominal clause
295,c1002,Wayyiqtol-X clause
296,c1003,Wayyiqtol-X clause
296,c1004,Nominal clause
296,c1005,Nominal clause
297,c1006,Wayyiqtol-X clause
297,c1007,Nominal clause
298,c1008,Wayyiqtol-X clause
298,c1009,Wayyiqtol-null clause
298,c1010,Infinitive construct clause
298,c1011,Wayyiqtol-null clause
298,c1012,Wayyiqtol-null clause
299,c1013,Wayyiqtol-X clause
299,c1014,Wayyiqtol-X clause
300,c1015,Wayyiqtol-X clause
300,c1016,Zero-imperative-null clause
300,c1017,x-yiqtol-null clause
301,c1018,We-yiqtol-null clause
301,c1019,We-yiqtol-null clause
301,c1020,We-yiqtol-null clause
301,c1021,We-imperative-null clause
302,c1022,We-yiqtol-null clause
302,c1023,We-x-yiqtol-null clause
302,c1024,We-qatal-X clause
303,c1025,Wayyiqtol-X clause
303,c1026,x-qatal-X clause
303,c1027,Wayyiqtol-X clause
303,c1028,Nominal clause
303,c1029,Infinitive construct clause
304,c1030,Wayyiqtol-X clause
304,c1031,x-qatal-null clause
304,c1032,Wayyiqtol-X clause
304,c1033,x-qatal-null clause
304,c1034,Wayyiqtol-null clause
304,c1035,Infinitive construct clause
304,c1036,Wayyiqtol-null clause
305,c1037,Wayyiqtol-X clause
305,c1038,Nominal clause
306,c1039,Wayyiqtol-X clause
306,c1040,Wayyiqtol-null clause
306,c1041,x-yiqtol-null clause
306,c1042,Wayyiqtol-null clause
306,c1043,Participle clause
307,c1044,Wayyiqtol-null clause
307,c1045,Wayyiqtol-null clause
307,c1046,Nominal clause
307,c1047,Nominal clause
307,c1048,Wayyiqtol-null clause
307,c1049,Wayyiqtol-null clause
308,c1050,Wayyiqtol-X clause
309,c1051,Wayyiqtol-X clause
309,c1052,Wayyiqtol-X clause
309,c1053,Infinitive construct clause
309,c1054,Adjective clause
310,c1055,Wayyiqtol-null clause
310,c1056,x-qatal-null clause
310,c1057,Infinitive construct clause
310,c1058,Wayyiqtol-null clause
310,c1059,x-qatal-null clause
310,c1060,Nominal clause
311,c1061,We-qatal-null clause
311,c1062,x-yiqtol-X clause
311,c1063,We-qatal-null clause
311,c1064,Nominal clause
311,c1065,We-qatal-null clause
311,c1066,We-x-yiqtol-null clause
312,c1067,Zero-imperative-null clause
312,c1068,Nominal clause
312,c1069,x-yiqtol-null clause
312,c1070,We-qatal-X clause
313,c1071,Wayyiqtol-null clause
313,c1072,Infinitive construct clause
313,c1073,Wayyiqtol-X clause
313,c1074,Adjective clause
314,c1075,Wayyiqtol-X clause
314,c1076,Wayyiqtol-null clause
314,c1077,Wayyiqtol-X clause
315,c1078,We-x-qatal-null clause
315,c1079,Wayyiqtol-X clause
316,c1080,Wayyiqtol-X clause
317,c1081,Wayyiqtol-X clause
317,c1082,Wayyiqtol-null clause
317,c1083,x-qatal-null clause
317,c1084,x-qatal-null clause
317,c1085,Nominal clause
318,c1086,x-qatal-null clause
318,c1087,Nominal clause
318,c1088,Wayyiqtol-null clause
318,c1089,Macrosyntactic sign
318,c1090,Zero-imperative-null clause
318,c1091,We-imperative-null clause
319,c1092,Wayyiqtol-X clause
319,c1093,Wayyiqtol-null clause
319,c1094,Nominal clause
320,c1095,Wayyiqtol-X clause
320,c1096,Nominal clause
320,c1097,Nominal clause
320,c1098,Wayyiqtol-X clause
321,c1099,Adjective clause
322,c1100,Wayyiqtol-null clause
322,c1101,x-qatal-X clause
322,c1102,Nominal clause
323,c1103,Wayyiqtol-null clause
323,c1104,x-qatal-null clause
323,c1105,Wayyiqtol-X clause
324,c1106,We-x-qatal-X clause
324,c1107,Participle clause
324,c1108,We-x-qatal-X clause
325,c1109,We-x-qatal-X clause
325,c1110,Infinitive construct clause
325,c1111,x-qatal-X clause
325,c1112,We-x-qatal-null clause
325,c1113,Infinitive construct clause
326,c1114,Wayyiqtol-X clause
326,c1115,Participle clause
327,c1116,Wayyiqtol-X clause
327,c1117,x-yiqtol-X clause
327,c1118,Nominal clause
328,c1119,Nominal clause
328,c1120,Zero-imperative-null clause
328,c1121,Ellipsis
328,c1122,We-yiqtol-null clause
328,c1123,Ellipsis
328,c1124,We-yiqtol-null clause
329,c1125,Wayyiqtol-X clause
329,c1126,Wayyiqtol-null clause
329,c1127,Nominal clause
329,c1128,Infinitive construct clause
329,c1129,Nominal clause
329,c1130,Infinitive construct clause
330,c1131,Wayyiqtol-X clause
330,c1132,Wayyiqtol-X clause
330,c1133,Wayyiqtol-null clause
330,c1134,Ellipsis
331,c1135,X-qatal clause
331,c1136,We-X-qatal clause
331,c1137,Wayyiqtol-null clause
332,c1138,Adjective clause
333,c1139,We-X-qatal clause
333,c1140,Infinitive construct clause
333,c1141,Zero-imperative-null clause
333,c1142,We-imperative-null clause
333,c1143,Nominal clause
333,c1144,We-imperative-null clause
334,c1145,Casus pendens
334,c1146,Participle clause
334,c1147,x-yiqtol-null clause
334,c1148,Ellipsis
335,c1149,We-qatal-null clause
335,c1150,X-yiqtol clause
335,c1151,x-yiqtol-X clause
335,c1152,Infinitive construct clause
335,c1153,X-yiqtol clause
336,c1154,Zero-imperative-null clause
336,c1155,Zero-imperative-null clause
336,c1156,x-yiqtol-null clause
337,c1157,Wayyiqtol-X clause
337,c1158,Wayyiqtol-null clause
337,c1159,Wayyiqtol-null clause
337,c1160,Nominal clause
337,c1161,Wayyiqtol-null clause
338,c1162,Wayyiqtol-null clause
339,c1163,Zero-qatal-null clause
339,c1164,Nominal clause
340,c1165,X-qatal clause
340,c1166,Nominal clause
341,c1167,x-qatal-null clause
341,c1168,We-x-qatal-null clause
342,c1169,We-x-qatal-X clause
342,c1170,Nominal clause
342,c1171,Wayyiqtol-null clause
342,c1172,Ellipsis
342,c1173,Ellipsis
343,c1174,Ellipsis
343,c1175,Nominal clause
344,c1176,Wayyiqtol-null clause
344,c1177,Wayyiqtol-null clause
344,c1178,Nominal clause
344,c1179,Wayyiqtol-null clause
344,c1180,Participle clause
345,c1181,Wayyiqtol-X clause
345,c1182,Nominal clause
345,c1183,Wayyiqtol-null clause
346,c1184,Ellipsis
346,c1185,Ellipsis
347,c1186,Nominal clause
347,c1187,Wayyiqtol-X clause
347,c1188,Wayyiqtol-null clause
347,c1189,We-X-qatal clause
348,c1190,Wayyiqtol-null clause
348,c1191,Wayyiqtol-null clause
349,c1192,Wayyiqtol-null clause
349,c1193,Wayyiqtol-null clause
349,c1194,Participle clause
350,c1195,Wayyiqtol-X clause
350,c1196,Wayyiqtol-null clause
350,c1197,Participle clause
350,c1198,Nominal clause
351,c1199,Wayyiqtol-X clause
351,c1200,x-qatal-X clause
351,c1201,Wayyiqtol-null clause
351,c1202,Wayyiqtol-null clause
352,c1203,Wayyiqtol-X clause
352,c1204,Wayyiqtol-null clause
352,c1205,Wayyiqtol-null clause
352,c1206,Nominal clause
353,c1207,Wayyiqtol-null clause
353,c1208,We-x-qatal-null clause
354,c1209,Wayyiqtol-X clause
354,c1210,Infinitive construct clause
354,c1211,Infinitive construct clause
354,c1212,Infinitive construct clause
354,c1213,Nominal clause
354,c1214,Infinitive construct clause
354,c1215,Nominal clause
355,c1216,We-X-qatal clause
355,c1217,Nominal clause
356,c1218,Wayyiqtol-null clause
356,c1219,Wayyiqtol-null clause
356,c1220,Participle clause
357,c1221,Participle clause
357,c1222,x-qatal-null clause
357,c1223,Wayyiqtol-null clause
358,c1224,Wayyiqtol-X clause
358,c1225,Zero-imperative-null clause
358,c1226,We-x-imperative-null clause
359,c1227,Wayyiqtol-X clause
359,c1228,Zero-qatal-null clause
360,c1229,Ellipsis
360,c1230,We-x-yiqtol-null clause
360,c1231,Nominal clause
360,c1232,We-x-yiqtol-null clause
360,c1233,X-qatal clause
361,c1234,Nominal clause
361,c1235,Ellipsis
361,c1236,x-qatal-X clause
361,c1237,Nominal clause
361,c1238,x-qatal-null clause
361,c1239,Nominal clause
361,c1240,X-yiqtol clause
362,c1241,x-qatal-X clause
362,c1242,Infinitive construct clause
362,c1243,x-yiqtol-null clause
362,c1244,Vocative clause
362,c1245,Nominal clause
362,c1246,Nominal clause
363,c1247,Wayyiqtol-X clause
363,c1248,Vocative clause
363,c1249,x-yiqtol-null clause
363,c1250,Participle clause
363,c1251,Casus pendens
363,c1252,Nominal clause
364,c1253,Wayyiqtol-X clause
364,c1254,x-qatal-null clause
364,c1255,Participle clause
365,c1256,Nominal clause
365,c1257,Infinitive construct clause
365,c1258,x-yiqtol-X clause
365,c1259,Casus pendens
365,c1260,x-yiqtol-null clause
365,c1261,X-yiqtol clause
366,c1262,Wayyiqtol-null clause
366,c1263,Wayyiqtol-null clause
366,c1264,Zero-imperative-null clause
366,c1265,We-imperative-null clause
366,c1266,x-yiqtol-null clause
366,c1267,Infinitive construct clause
366,c1268,Wayyiqtol-null clause
366,c1269,x-yiqtol-X clause
367,c1270,We-qatal-null clause
367,c1271,Wayyiqtol-null clause
368,c1272,Wayyiqtol-null clause
368,c1273,Nominal clause
368,c1274,x-qatal-null clause
368,c1275,Infinitive construct clause
368,c1276,Infinitive construct clause
369,c1277,Wayyiqtol-null clause
369,c1278,Vocative clause
369,c1279,x-yiqtol-null clause
369,c1280,x-yiqtol-null clause
370,c1281,Wayyiqtol-null clause
370,c1282,Zero-imperative-null clause
371,c1283,Wayyiqtol-null clause
371,c1284,Wayyiqtol-null clause
371,c1285,Wayyiqtol-null clause
371,c1286,Infinitive construct clause
371,c1287,We-x-qatal-null clause
372,c1288,Wayyiqtol-X clause
372,c1289,Wayyiqtol-X clause
373,c1290,Wayyiqtol-X clause
373,c1291,Infinitive construct clause
373,c1292,We-X-qatal clause
373,c1293,Participle clause
374,c1294,Wayyiqtol-null clause
374,c1295,x-yiqtol-null clause
374,c1296,x-yiqtol-X clause
374,c1297,Nominal clause
374,c1298,We-qatal-null clause
374,c1299,We-qatal-null clause
375,c1300,Participle clause
375,c1301,x-yiqtol-null clause
375,c1302,Participle clause
375,c1303,We-x-yiqtol-null clause
376,c1304,We-X-yiqtol clause
376,c1305,Zero-yiqtol-null clause
377,c1306,We-X-yiqtol clause
377,c1307,Adjective clause
378,c1308,Wayyiqtol-null clause
378,c1309,X-qatal clause
378,c1310,We-x-qatal-null clause
378,c1311,Nominal clause
378,c1312,x-qatal-null clause
379,c1313,x-qatal-X clause
379,c1314,Infinitive construct clause
379,c1315,x-qatal-null clause
380,c1316,Ellipsis
381,c1317,Ellipsis
382,c1318,Ellipsis
383,c1319,We-X-qatal clause
383,c1320,Nominal clause
383,c1321,Nominal clause
384,c1322,Wayyiqtol-X clause
384,c1323,x-qatal-X clause
384,c1324,Infinitive construct clause
384,c1325,Zero-imperative-null clause
384,c1326,x-yiqtol-null clause
384,c1327,Wayyiqtol-X clause
385,c1328,Wayyiqtol-X clause
385,c1329,Infinitive construct clause
385,c1330,Wayyiqtol-null clause
386,c1331,Wayyiqtol-null clause
386,c1332,Wayyiqtol-null clause
386,c1333,Wayyiqtol-null clause
386,c1334,x-qatal-null clause
386,c1335,Wayyiqtol-X clause
387,c1336,Wayyiqtol-X clause
387,c1337,Nominal clause
387,c1338,X-qatal clause
387,c1339,Wayyiqtol-null clause
387,c1340,x-qatal-null clause
387,c1341,Wayyiqtol-null clause
387,c1342,Zero-yiqtol-X clause
388,c1343,Wayyiqtol-X clause
388,c1344,Nominal clause
388,c1345,Zero-imperative-null clause
388,c1346,Adjective clause
388,c1347,Wayyiqtol-X clause
388,c1348,Wayyiqtol-null clause
389,c1349,Wayyiqtol-X clause
390,c1350,Wayyiqtol-null clause
390,c1351,Vocative clause
390,c1352,x-qatal-null clause
390,c1353,We-x-yiqtol-null clause
390,c1354,Wayyiqtol-null clause
390,c1355,Participle clause
391,c1356,Wayyiqtol-X clause
391,c1357,Zero-imperative-null clause
391,c1358,We-imperative-null clause
392,c1359,Wayyiqtol-X clause
392,c1360,x-yiqtol-null clause
392,c1361,We-x-yiqtol-null clause
393,c1362,Wayyiqtol-X clause
393,c1363,Adjective clause
393,c1364,Participle clause
393,c1365,We-qatal-null clause
393,c1366,x-qatal-X clause
394,c1367,We-X-yiqtol clause
394,c1368,Nominal clause
394,c1369,Nominal clause
394,c1370,We-x-yiqtol-null clause
395,c1371,Wayyiqtol-null clause
395,c1372,Participle clause
395,c1373,Nominal clause
395,c1374,x-qatal-null clause
395,c1375,x-qatal-null clause
395,c1376,Participle clause
396,c1377,x-qatal-null clause
396,c1378,Nominal clause
397,c1379,Wayyiqtol-X clause
397,c1380,Wayyiqtol-X clause
397,c1381,x-qatal-X clause
397,c1382,Wayyiqtol-X clause
398,c1383,Nominal clause
398,c1384,Infinitive construct clause
399,c1385,Wayyiqtol-X clause
399,c1386,Wayyiqtol-X clause
399,c1387,Wayyiqtol-null clause
399,c1388,Nominal clause
399,c1389,Zero-imperative-null clause
399,c1390,We-imperative-null clause
400,c1391,We-yiqtol-null clause
400,c1392,We-yiqtol-null clause
401,c1393,Wayyiqtol-X clause
401,c1394,Wayyiqtol-X clause
401,c1395,Infinitive construct clause
402,c1396,Casus pendens
402,c1397,Nominal clause
402,c1398,We-qatal-null clause
403,c1399,We-x-yiqtol-X clause
403,c1400,We-qatal-X clause
403,c1401,x-qatal-null clause
404,c1402,We-qatal-null clause
404,c1403,We-qatal-null clause
404,c1404,We-X-yiqtol clause
405,c1405,We-qatal-null clause
405,c1406,Infinitive construct clause
406,c1407,We-qatal-null clause
406,c1408,We-qatal-null clause
407,c1409,Wayyiqtol-X clause
407,c1410,Casus pendens
407,c1411,x-yiqtol-X clause
408,c1412,Nominal clause
408,c1413,x-yiqtol-null clause
408,c1414,Nominal clause
408,c1415,Infinitive absolute clause
409,c1416,We-qatal-null clause
409,c1417,We-qatal-null clause
410,c1418,We-x-yiqtol-X clause
410,c1419,Nominal clause
411,c1420,x-yiqtol-X clause
411,c1421,We-qatal-X clause
412,c1422,Casus pendens
412,c1423,x-yiqtol-X clause
412,c1424,We-qatal-X clause
412,c1425,x-qatal-null clause
413,c1426,Wayyiqtol-X clause
413,c1427,Casus pendens
413,c1428,x-yiqtol-null clause
413,c1429,Nominal clause
414,c1430,We-qatal-null clause
414,c1431,We-x-qatal-null clause
414,c1432,We-qatal-null clause
414,c1433,We-qatal-null clause
414,c1434,X-yiqtol clause
415,c1435,Wayyiqtol-X clause
415,c1436,Wayyiqtol-null clause
415,c1437,Wayyiqtol-null clause
415,c1438,x-yiqtol-null clause
415,c1439,Casus pendens
415,c1440,X-yiqtol clause
416,c1441,Wayyiqtol-X clause
416,c1442,X-yiqtol clause
417,c1443,Wayyiqtol-X clause
417,c1444,Participle clause
417,c1445,We-qatal-null clause
417,c1446,We-qatal-null clause
418,c1447,We-x-qatal-null clause
418,c1448,x-qatal-null clause
418,c1449,We-qatal-null clause
418,c1450,We-qatal-null clause
418,c1451,x-yiqtol-null clause
418,c1452,We-qatal-null clause
419,c1453,We-x-yiqtol-null clause
419,c1454,x-yiqtol-X clause
420,c1455,Wayyiqtol-null clause
420,c1456,Infinitive construct clause
420,c1457,Wayyiqtol-X clause
421,c1458,Wayyiqtol-X clause
421,c1459,Wayyiqtol-null clause
421,c1460,x-qatal-X clause
422,c1461,Nominal clause
422,c1462,Infinitive construct clause
423,c1463,Nominal clause
423,c1464,Infinitive construct clause
424,c1465,x-qatal-X clause
425,c1466,We-X-qatal clause
426,c1467,Wayyiqtol-X clause
426,c1468,Participle clause
426,c1469,Infinitive construct clause
427,c1470,Wayyiqtol-null clause
427,c1471,Wayyiqtol-null clause
427,c1472,Participle clause
427,c1473,Wayyiqtol-null clause
427,c1474,Wayyiqtol-null clause
427,c1475,Infinitive construct clause
427,c1476,Wayyiqtol-null clause
427,c1477,Wayyiqtol-null clause
428,c1478,Wayyiqtol-null clause
428,c1479,Vocative clause
428,c1480,x-qatal-null clause
428,c1481,x-yiqtol-null clause
429,c1482,Zero-yiqtol-X clause
429,c1483,We-imperative-null clause
429,c1484,We-imperative-null clause
430,c1485,We-yiqtol-null clause
430,c1486,We-imperative-null clause
430,c1487,x-yiqtol-null clause
430,c1488,x-qatal-null clause
430,c1489,Wayyiqtol-null clause
430,c1490,x-yiqtol-null clause
430,c1491,x-qatal-null clause
431,c1492,Wayyiqtol-X clause
431,c1493,Wayyiqtol-null clause
431,c1494,Zero-imperative-null clause
431,c1495,x-imperative-null clause
431,c1496,We-imperative-null clause
432,c1497,We-x-qatal-X clause
432,c1498,Wayyiqtol-null clause
432,c1499,Wayyiqtol-null clause
432,c1500,Wayyiqtol-null clause
432,c1501,Infinitive construct clause
433,c1502,Wayyiqtol-null clause
433,c1503,x-qatal-null clause
433,c1504,Wayyiqtol-null clause
433,c1505,Participle clause
433,c1506,Wayyiqtol-null clause
434,c1507,Wayyiqtol-null clause
434,c1508,Nominal clause
434,c1509,Wayyiqtol-null clause
434,c1510,Nominal clause
435,c1511,Wayyiqtol-null clause
435,c1512,x-yiqtol-null clause
435,c1513,Nominal clause
435,c1514,Participle clause
435,c1515,Nominal clause
436,c1516,Adjective clause
436,c1517,Participle clause
436,c1518,Zero-qatal-X clause
436,c1519,Infinitive construct clause
436,c1520,Zero-qatal-X clause
437,c1521,Wayyiqtol-X clause
437,c1522,Infinitive construct clause
437,c1523,Infinitive construct clause
437,c1524,x-qatal-X clause
437,c1525,We-X-qatal clause
438,c1526,Wayyiqtol-X clause
438,c1527,x-qatal-X clause
438,c1528,Infinitive construct clause
438,c1529,x-yiqtol-null clause
438,c1530,We-X-qatal clause
439,c1531,x-yiqtol-X clause
439,c1532,x-yiqtol-null clause
439,c1533,Nominal clause
440,c1534,Wayyiqtol-null clause
440,c1535,Infinitive construct clause
440,c1536,x-qatal-null clause
440,c1537,x-qatal-null clause
440,c1538,Wayyiqtol-null clause
440,c1539,Nominal clause
440,c1540,x-qatal-null clause
441,c1541,Wayyiqtol-X clause
441,c1542,Wayyiqtol-null clause
441,c1543,Participle clause
441,c1544,Infinitive construct clause
442,c1545,We-X-qatal clause
442,c1546,Participle clause
442,c1547,Participle clause
443,c1548,We-X-yiqtol clause
443,c1549,We-qatal-X clause
444,c1550,x-qatal-null clause
444,c1551,x-yiqtol-null clause
444,c1552,We-qatal-null clause
444,c1553,Infinitive construct clause
444,c1554,Infinitive construct clause
444,c1555,x-qatal-null clause
445,c1556,Wayyiqtol-X clause
445,c1557,Casus pendens
445,c1558,x-qatal-null clause
445,c1559,Casus pendens
445,c1560,x-qatal-null clause
446,c1561,Zero-yiqtol-null clause
446,c1562,We-yiqtol-null clause
446,c1563,x-qatal-null clause
446,c1564,x-qatal-null clause
446,c1565,x-qatal-null clause
